saham,tanggal_berita,judul,isi
brpt," Jumat, 22 April 2022 | 07:35 WIB , ","Permintaan Plastik Naik, Begini Rekomendasi Saham Barito Pacific (BRPT)","Analis Kanaka Hita Solvera Andika Labora meyakini, kinerja positif BRPT pada tahun 2021 akan terjaga di tahun ini. Menurutnya, saat ini secara sentimen maupun fundamental, BRPT berada dalam posisi yang solid.    Dari bisnis geothermal lewat anak usahanya, yakni PT Star Energy misalnya. Bisnis ini prospeknya terus semakin membaik seiring meningkatnya kesadaran akan energi terbarukan. Selain itu, BRPT juga seharusnya diuntungkan oleh bisnis anak usaha lainnya, yakni PT Chandra Asri Petrochemicals Tbk ( ) seiring mulai menggeliatnya kembali sektor ini.  “Saat ini permintaan bahan baku plastik terus semakin meningkat di tengah naiknya mobilitas masyarakat karena kondisi pandemi Covid-19 yang berangsur membaik,” kata Andika kepada Kontan.co.id, Kamis (21/4).  Secara umum, dengan membaiknya aktivitas ekonomi pada tahun ini, Andika meyakini hal tersebut akan jadi sentimen utama yang akan berpeluang meningkatkan kinerja BRPT pada tahun ini.  Namun, dari sisi bisnis petrokimia menurutnya terdapat tantangan yang harus dihadapi BRPT, yakni masih tingginya harga minyak dunia. Pasalnya, tingginya harga minyak akan ikut mengangkat harga naphtha yang merupakan salah satu bahan baku utama produksi plastik. Padahal, di saat yang bersamaan permintaan terhadap plastik pada tahun ini mengalami kenaikan.         “Ini pada akhirnya dapat berdampak pada  perseroan,” imbuh Andika.  Saat ini, Andika merekomendasikan untuk  pada saham BRPT dengan level suport di Rp 825. Adapun, target harga yang ia pasang untuk BRPT adalah Rp 1.000 per saham.     Cek Berita dan Artikel yang lain di "
antm,,," ini dilakukan guna meningkatkan performa segmen nikel perseroan.  Desy Israhyanti, Equity Analyst Pilarmas Investindo Sekuritas mengatakan,   ini memang akan memisahkan segmen usaha nikel, namun secara konsolidasi berpotensi lebih masif pertumbuhannya dengan ruang fleksibilitas dan optimalisasi operasi bisnis nikel yang diberikan dengan aksi ini.    ""Bisnis nikel ini bisa dikatakan bisnis masa depan sebagaimana ekosistem baterai kendaraan listrik yang saat ini terus dikembangkan. Apalagi ANTM ini diuntungkan sebagai BUMN di bidang pertambangan nikel untuk memperoleh porsi yang besar dari sisi hulu tambang nikel hingga hilirisasinya. Proyek smelternya pun sudah masuk dalam proyek strategis nasional,"" jelas Desy dalam keterangannya, Rabu (24/8).  Oleh karena itu, Desy memperkirakan perkirakan proyek smelter nikel tersebut akan mulai beroperasi di awal tahun depan dengan proyeksi kenaikan penjualan nikel hingga 40% CAGR hingga 2024 mendatang.  Di sisi lain, Desy menyebutkan ANTM tetap harus waspada dengan kemungkinan akan butuh waktu untuk mencapai   dari target perusahaan sebagaimana proyek smelter tersebut yang baru akan dijalankan.  ""Dengan aksi tersebut, ekspektasi investor terhadap kinerja tentu akan meningkat. Kami juga masih bullish terhadap pergerakan saham ANTM. Sehingga, rekomendasi   dengan TP 2,430,"" tegas Desy.  Desy juga memprediksi secara pendek harga saham Antam masih akan meningkat dengan tetap memperhatikan kondisi ekonomi dan proyek smelter nikel serta alumina yang saat ini masih ditunggu penyelesaiannya.    Dalam mata acara RUPSLB pertama, para pemegang saham menyetujui   sebagian segmen usaha pertambangan nikel Perseroan, termasuk pengalihan sebagian wilayah izin usaha pertambangan Perseroan yang berlokasi di Halmahera Timur, Maluku Utara kepada PT Nusa Karya Arindo (NKA) dan PT Sumberdaya Arindo (SDA).  Pemegang saham juga menyetujui penambahan penyertaan modal ke dalam PT NKA dan PT SDA dalam rangka pelaksanaan   serta menyetujui rancangan   yang telah diumumkan melalui surat kabar, beserta perubahan-perubahannya.  Selain itu, pemegang saham juga setuju untuk memberikan kewenangan kepada Direksi Perseroan untuk melakukan tindakan yang diperlukan dalam rangka   sesuai dengan ketentuan peraturan perundang-undangan yang berlaku.         Cek Berita dan Artikel yang lain di "
antm,,,"Mencatatkan harga tertinggi Rp 184 dan harga terendah Rp 163, saham BUMI ditutup turun Rp 3 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 171 per saham. Di lain sisi, harga offer terendah di Rp 172 per saham.  Kalau dihitung sejak 7 hari yang lalu (19 Agustus 2022), harga saham BUMI hari ini sudah naik 23.91 % dibanding harga saat itu (Rp 138).  Adapun sejak setahun lalu (26 Agustus 2021) harga saham BUMI sudah naik 222.64% dari harga saat itu (Rp 53).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUMI mencapai Rp 1.271,90 miliar, sedangkan volume saham yang ditransaksikan mencapai 73.728.313 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 18, maka price to earning ratio (PER) saham ini 9,67 kali. Adapun price to book value-nya (PBV) -3,87 kali.      Dari penutupan Kamis (25/8), harga saham ANTM turun 2,01% dari Rp 1.995. Saham ANTM dibuka sama dengan harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.995 per saham.  Mencatatkan harga tertinggi Rp 2.000 dan harga terendah Rp 1.955, saham ANTM ditutup turun Rp 40 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.955 per saham. Di lain sisi, harga offer terendah di Rp 1.960 per saham.    Bila dihitung sejak 7 hari yang lalu (19 Agustus 2022), harga saham ANTM hari ini turun -5.10 % dibanding harga saat itu (Rp 2.060).  Adapun sejak setahun lalu (26 Agustus 2021) harga saham ANTM turun -13.88% dari harga saat itu (Rp 2.270).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 264,30 miliar, sedangkan volume saham yang ditransaksikan mencapai 1.339.569 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 244, maka price to earning ratio (PER) saham ini 8,18 kali. Adapun price to book value-nya (PBV) 2,15 kali.  Cek Berita dan Artikel yang lain di "
brpt," Sabtu, 14 Mei 2022 | 16:35 WIB , ","Barito Pacific (BRPT) Akan Bagikan Dividen Rp 290,92 Miliar, Tengok Jadwalnya","Berikut merupakan jadwal pembayaran dividen BRPT  Sebagai gambaran, BRPT membukukan laba bersih senilai US$ 109,11 juta sepanjang 2021. Realisasi ini naik 157% dari laba bersih di periode 2020 sebesar US$ 42,37 juta. Ini sejalan dengan kenaikan pendapatan senilai US$ 3,15 miliar di 2021 atau naik 35,17% dari 2020 yang hanya US$ 2,33 miliar.           Cek Berita dan Artikel yang lain di "
antm,,,"Mencatatkan harga tertinggi Rp 177 dan harga terendah Rp 166, saham BUMI ditutup turun Rp 1 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 170 per saham. Di lain sisi, harga offer terendah di Rp 171 per saham.  Bila dihitung sejak 7 hari yang lalu (22 Agustus 2022), harga saham BUMI hari ini sudah naik 24,09% dibanding harga saat itu (Rp 137).  Adapun sejak setahun lalu (27 Agustus 2021) harga saham BUMI sudah naik 226,92% dari harga saat itu (Rp 52).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUMI mencapai Rp 913,60 miliar, sedangkan volume saham yang ditransaksikan mencapai 53.438.235 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 18, maka price to earning ratio (PER) saham ini 9,50 kali. Adapun price to book value-nya (PBV) -3,80 kali.      Dari penutupan Jumat (26/8), harga saham ANTM turun 2,81% dari Rp 1.955. Saham ANTM dibuka di bawah harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.920 per saham.  Mencatatkan harga tertinggi Rp 1.925 dan harga terendah Rp 1.865, saham ANTM ditutup turun Rp 55 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.900 per saham. Di lain sisi, harga offer terendah di Rp 1.905 per saham.    Bila dihitung sejak 7 hari yang lalu (22 Agustus 2022), harga saham ANTM hari ini turun 4,28% dibanding harga saat itu (Rp 1.985).  Sejak setahun lalu (27 Agustus 2021) harga saham ANTM turun 15,93% dari harga saat itu (Rp 2.260).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 234,20 miliar, sedangkan volume saham yang ditransaksikan mencapai 1.233.937 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 244, maka price to earning ratio (PER) saham ini 8,01 kali. Adapun price to book value-nya (PBV) 2,11 kali.  Cek Berita dan Artikel yang lain di "
antm,,,"Analis Investindo Nusantara Pandhu Dewanto mengatakan bahwa yang diharapkan dari  bisnis nikel ANTM tentu masuknya partner strategis. Terutama dalam mengembangkan segmen nikel termasuk inisiasi pengembangan industri baterai kendaraan listrik.  ""Tambahan sumber daya dari partner ini tentu positif bagi ANTM tapi seberapa signifikan masih terlalu awal untuk diperkirakan karena masih dalam tahap perencanaan,"" ujar Pandhu kepada Kontan.co.id, Senin (29/8).    Hingga saat ini ANTM masih mengandalkan segmen nikel sebagai kontributor utama laba Antam, meskipun pendapatan segmen emas jauh lebih besar. Hingga kuartal pertama tahun ini, segmen nikel menyumbang pendapatan mencapai Rp 3,48 triliun, lebih rendah dibanding segmen emas yang mencapai Rp 5,95 triliun. Tapi untuk laba, nikel menyumbang Rp 1,54 triliun, sedangkan emas Rp 468 miliar.  Pandhu menambahkan, rencana  segmen nikel diperkirakan dapat menarik minat para calon mitra karena memiliki  yang cukup menarik. Selain itu bisnis nikel juga memiliki outlook yang positif seiring semakin kuatnya permintaan nikel terutama sebagai bahan baku baterai di masa mendatang.  ""Hal ini juga salah satu upaya supaya dapat lebih fokus pada hilirisasi nikel tanpa terbebani oleh segmen emas, apalagi belum lama terlebih kasus yang hingga saat ini masih berjalan di pengadilan,"" ujar dia.    Dari manajemen, tahun ini ANTM menargetkan penjualan bijih nikel tumbuh mencapai 31% dibanding tahun lalu. Sedangkan untuk feronikel ditargetkan 24.000 ton - 25.000 ton atau sedikit lebih rendah dibanding realisasi tahun 2021 lalu yang hampir mencapai 26.000 ton.  Berdasarkan hal ini Pandhu memperkirakan pendapatan ANTM akan berkisar Rp 39 triliun. Sedangkan laba dapat diperkirakan akan mencapai sekitar Rp 4 triliun meningkat sekitar dua kali lipat dibanding tahun lalu.  Lonjakan laba Antam berkat kenaikan harga nikel yang sempat tembus level US$ 100.000 per metrik ton Maret lalu di bursa LME. Meski begitu beberapa bulan terakhir harga nikel mulai turun ke kisaran normalnya dan sekarang berada di sekitar US$ 21.700 per metrik ton.    Selain harga nikel, pergerakan saham ANTM akan dapat dipengaruhi oleh perkembangan proyek hilirisasi nikel. Investor masih akan menanti mitra strategis yang masuk dan seberapa besar investasinya untuk mengembangkan industri ini.  ""Tentunya semakin besar sumber daya yang dimiliki akan semakin cepat dan leluasa dalam menjalankannya,"" imbuh Pandhu.  Dia pun menilai prospek ANTM cenderung positif untuk jangka panjang. Yang penting, tetap perlu dipantau pergerakan saham nikel karena hingga saat ini masih berada dalam tren turun sejak mencapai level tertinggi pada Maret lalu. Selain itu perlu diperhatikan juga perkembangan dari program hilirisasi pemerintah apakah dapat berjalan sesuai rencana atau masih perlu waktu yang lebih panjang.    Dia menargetkan harga saham ANTM di Rp 2.400 per saham untuk 12 bulan ke depan. Menurut Pandhu, saham ANTM mulai menarik pada level harga saat ini dengan potensial kenaikan lebih dari 20%.  ""Hanya saja, kalau melihat tren dan pergerakan harga nikel memang masih cenderung turun,  dulu boleh, tidak perlu buru-buru masuk,"" pungkas dia.  Cek Berita dan Artikel yang lain di "
antm,,,"Pilarmas Investindo Desy Israhyanti memperkirakan dampak  secara konsolidasi berpotensi lebih masif pertumbuhannya dengan ruang fleksibilitas dan optimalisasi operasi bisnis nikel yang diberikan dengan aksi ini.   ""Permintaan untuk nikel sendiri cukup besar dan dengan  , potensinya makin besar,"" ujarnya kepada Kontan.co.id, Senin (29/8).  Bahkan, Desy memperkirakan penjualan nikel hingga 40% CAGR hingga 2024 mendatang. Hanya, dia menilai dampak ke kinerja keuangan belum akan dirasakan saat ini.    Untuk tahun ini, Desy memperkirakan pertumbuhan pendapatan ANTM akan tertahan dibandingkan tahun lalu yang tumbuh sekitar 40%. Ia memperkirakan pertumbuhan pendapatan ANTM tahun ini berkisar 10% hingga 20%.  Menurutnya, ada beberapa sentimen yang mempengaruhi tahun ini yaitu normalisasi harga nikel dari sebelumnya mencapai US$ 40 ribu metric ton (MT) menjadi sekitar US$ 20 ribu MT. Lalu harga bahan baku bisa meningkat karena harga BBM. Kemudian, cadangan emas ANTM yang terbatas padahal komoditas tersebut menjadi kontributor utama pendapatan.  Selain itu, GDP kuartalan AS yang tercatat terkontraksi 0,6% yang mana secara teknikal sudah masuk resesi bisa mengakibatkan permintaan komoditas cenderung menurun di sisa tahun ini. Selanjutnya ekonomi China juga melambat juga menjadi sentimen negatif karena permintaan dari China cukup besar untuk segmen nikel.  Analis Panin Sekuritas Felix Darmawan menambahkan harga emas sendiri diperkirakan relatif cukup flat cenderung melemah di sepanjang tahun 2022, turun 5,5% sejak awal tahun dan 4,4% secaara tahunan. Hal itu disebabkan kenaikan yang sudah sangat tinggi di periode sebelumnya pada 2018-2020 sebesar 74,3%.  Selain itu antisipasi pelaku pasar pada kenaikan suku bunga The Fed secara agresif karena tingkat inflasi di AS mencapai level tertinggi lebih dari 40 tahun terakhir.     ""Untuk proyeksi harga emas di 2022 kami perkirakan berada di level US$ 1.700/oz - US$ 1.800/oz dibandingkan rata-rata 2021 di US$ 1.799/oz,"" sebutnya.  Walau begitu, dengan progres capaian kinerja kuartal I yang positif Felix memasang mode positif untuk kinerja ANTM tahun ini. Pihaknya merevisi naik pendapatan dan laba bersih ANTM di 2022, masing-masing sebesar 4,3% dan 20,2%.  Sejalan dengan hal ini, kami masih mempertahankan  positif untuk ANTM didukung oleh solidnya harga komoditas, mulai beroperasinya smelter feronikel Halmahera Timur, serta masih tingginya minat masyarakat untuk investasi pada logam mulia khususnya emas.  Dirinya merekomendasikan  dengan target harga Rp 3.300. Sementara Desy juga masih merekomendasikan  dengan pertimbangan prospek positif di masa depan dengan target harga Rp 2.430.      Cek Berita dan Artikel yang lain di "
antm,,,"    Ditengah tren penurunan harga saham ANTM, analis melihat kondisi ini sebagai saat yang tepat untuk mulai beli. Alasannya, harga saham ANTM berpotensi naik seiring peningkatan kinerja.  Analis Investindo Nusantara Pandhu Dewanto rekomendasi beli saham ANTM. Dia menargetkan harga saham ANTM di Rp 2.400 per saham untuk 12 bulan ke depan.  Menurut Pandhu, saham ANTM mulai menarik pada level harga saat ini dengan potensial kenaikan lebih dari 20%. ""Hanya saja, kalau melihat tren dan pergerakan harga nikel memang masih cenderung turun,  dulu boleh, tidak perlu buru-buru masuk,"" jelas Pandhu.  Pandhu menilai, fundamental ANTM tahun 2022 ini bagus. Kinerja perusahaan akan meningkat karena strategi yang dijalankan.  Terbaru, Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) PT Aneka Tambang Tbk ( ) menyetujui  sebagian segmen usaha tambang nikel dan tambah modal ke anak usaha Aneka Tambang.    Pandhu berharap,  bisnis nikel ANTM mempermudah masuknya partner strategis. Terutama dalam mengembangkan segmen nikel termasuk inisiasi pengembangan industri baterai kendaraan listrik.  ""Tambahan sumber daya dari partner ini tentu positif bagi ANTM tapi seberapa signifikan masih terlalu awal untuk diperkirakan karena masih dalam tahap perencanaan,"" ujar Pandhu kepada Kontan.co.id, Senin (29/8).  Hingga saat ini ANTM masih mengandalkan segmen nikel sebagai kontributor utama laba Antam, meskipun pendapatan segmen emas jauh lebih besar. Hingga kuartal pertama tahun ini, segmen nikel menyumbang pendapatan mencapai Rp 3,48 triliun, lebih rendah dibanding segmen emas yang mencapai Rp 5,95 triliun. Tapi untuk laba, nikel menyumbang Rp 1,54 triliun, sedangkan emas Rp 468 miliar.  Pandhu menambahkan, rencana  segmen nikel diperkirakan dapat menarik minat para calon mitra karena memiliki  yang cukup menarik. Selain itu bisnis nikel juga memiliki outlook yang positif seiring semakin kuatnya permintaan nikel terutama sebagai bahan baku baterai di masa mendatang.  ""Hal ini juga salah satu upaya supaya dapat lebih fokus pada hilirisasi nikel tanpa terbebani oleh segmen emas, apalagi belum lama terlebih kasus yang hingga saat ini masih berjalan di pengadilan,"" ujar dia.    Dari manajemen, tahun ini ANTM menargetkan penjualan bijih nikel tumbuh mencapai 31% dibanding tahun lalu. Sedangkan untuk feronikel ditargetkan 24.000 ton - 25.000 ton atau sedikit lebih rendah dibanding realisasi tahun 2021 lalu yang hampir mencapai 26.000 ton.  Berdasarkan hal ini Pandhu memperkirakan pendapatan ANTM akan berkisar Rp 39 triliun. Sedangkan laba dapat diperkirakan akan mencapai sekitar Rp 4 triliun meningkat sekitar dua kali lipat dibanding tahun lalu.  Lonjakan laba Antam berkat kenaikan harga nikel yang sempat tembus level US$ 100.000 per metrik ton Maret lalu di bursa LME. Meski begitu beberapa bulan terakhir harga nikel mulai turun ke kisaran normalnya dan sekarang berada di sekitar US$ 21.700 per metrik ton.    Selain harga nikel, pergerakan saham ANTM akan dapat dipengaruhi oleh perkembangan proyek hilirisasi nikel. Investor masih akan menanti mitra strategis yang masuk dan seberapa besar investasinya untuk mengembangkan industri ini.  ""Tentunya semakin besar sumber daya yang dimiliki akan semakin cepat dan leluasa dalam menjalankannya,"" imbuh Pandhu.  Dia pun menilai prospek ANTM cenderung positif untuk jangka panjang. Yang penting, tetap perlu dipantau pergerakan saham nikel karena hingga saat ini masih berada dalam tren turun sejak mencapai level tertinggi pada Maret lalu. Selain itu perlu diperhatikan juga perkembangan dari program hilirisasi pemerintah apakah dapat berjalan sesuai rencana atau masih perlu waktu yang lebih panjang.  Itulah rekomendasi saham ANTM pada perdagangan hari ini, Selasa 30 Agustus 2022. Ingat disclaimer on, segala risiko investasi atas rekomendasi saham ANTM di atas menjadi tanggung jawab Anda sendiri.  Cek Berita dan Artikel yang lain di "
antm,,,"Pilarmas Investindo Desy Israhyanti memperkirakan dampak  secara konsolidasi berpotensi lebih masif pertumbuhannya dengan ruang fleksibilitas dan optimalisasi operasi bisnis nikel yang diberikan dengan aksi ini.   ""Permintaan untuk nikel sendiri cukup besar dan dengan  , potensinya makin besar,"" ujarnya kepada Kontan.co.id, Senin (29/8).  Bahkan, Desy memperkirakan penjualan nikel hingga 40% CAGR hingga 2024 mendatang. Hanya, dia menilai dampak ke kinerja keuangan belum akan dirasakan saat ini.    Untuk tahun ini, Desy memperkirakan pertumbuhan pendapatan ANTM akan tertahan dibandingkan tahun lalu yang tumbuh sekitar 40%. Ia memperkirakan pertumbuhan pendapatan ANTM tahun ini berkisar 10% hingga 20%.  Menurutnya, ada beberapa sentimen yang mempengaruhi tahun ini yaitu normalisasi harga nikel dari sebelumnya mencapai US$ 40 ribu metric ton (MT) menjadi sekitar US$ 20 ribu MT. Lalu harga bahan baku bisa meningkat karena harga BBM. Kemudian, cadangan emas ANTM yang terbatas padahal komoditas tersebut menjadi kontributor utama pendapatan.  Selain itu, GDP kuartalan AS yang tercatat terkontraksi 0,6% yang mana secara teknikal sudah masuk resesi bisa mengakibatkan permintaan komoditas cenderung menurun di sisa tahun ini. Selanjutnya ekonomi China juga melambat juga menjadi sentimen negatif karena permintaan dari China cukup besar untuk segmen nikel.  Analis Panin Sekuritas Felix Darmawan menambahkan harga emas sendiri diperkirakan relatif cukup flat cenderung melemah di sepanjang tahun 2022, turun 5,5% sejak awal tahun dan 4,4% secaara tahunan. Hal itu disebabkan kenaikan yang sudah sangat tinggi di periode sebelumnya pada 2018-2020 sebesar 74,3%.  Selain itu antisipasi pelaku pasar pada kenaikan suku bunga The Fed secara agresif karena tingkat inflasi di AS mencapai level tertinggi lebih dari 40 tahun terakhir.     ""Untuk proyeksi harga emas di 2022 kami perkirakan berada di level US$ 1.700/oz - US$ 1.800/oz dibandingkan rata-rata 2021 di US$ 1.799/oz,"" sebutnya.  Walau begitu, dengan progres capaian kinerja kuartal I yang positif Felix memasang mode positif untuk kinerja ANTM tahun ini. Pihaknya merevisi naik pendapatan dan laba bersih ANTM di 2022, masing-masing sebesar 4,3% dan 20,2%.  Sejalan dengan hal ini, kami masih mempertahankan  positif untuk ANTM didukung oleh solidnya harga komoditas, mulai beroperasinya smelter feronikel Halmahera Timur, serta masih tingginya minat masyarakat untuk investasi pada logam mulia khususnya emas.  Dirinya merekomendasikan  dengan target harga Rp 3.300. Sementara Desy juga masih merekomendasikan  dengan pertimbangan prospek positif di masa depan dengan target harga Rp 2.430.      Cek Berita dan Artikel yang lain di "
antm,,,"Meski bukan diurutan utama yang dilihat investor seperti industri dan ekonomi namun faktor GCG yang berpengaruh pada fundamental perusahaan cukup menjadi perhatian.    Antam sendiri saat ini fokus fokus pada peningkatan nilai tambah produk, optimalisasi tingkat produksi dan penjualan, serta implementasi strategi pengelolaan biaya yang tepat dan efisien, dalam memaksimalkan imbal hasil dari komoditas nikel, emas, dan bauksit.  Sekretaris Perusahaan Antam Syarif Faisal Alkadrie mengatakan, pihaknya juga terus menjalankan komitmen untuk melaksanakan pertumbuhan berkelanjutan dengan melaksanakan   di setiap lini operasi Perusahaan, senantiasa cermat dalam melihat peluang pasar, merencanakan kegiatan eksplorasi secara agresif, efektif, dan    “Kepatuhan Antam dalam melaksanakan praktik pertambangan dan tata kelola yang baik tersebut telah terbukti dengan dicapainya milestones penting selama tahun 2022 ini,” tuturnya.  Salah satunya adalah pencatatan capaian   atas penerapan Prinsip K3 selama Semester Pertama Tahun 2022. Tak hanya itu, Antam mendapatkan penghargaan di bidang Tata Kelola Perusahaan yaitu: Anugerah BUMN dan IICD Corporate Governance Award. Antam juga meraih penghargaan di bidang Corporate Social Responsibility yaitu: BCOMSS Award serta CSR & PDB Award.  Dalam kaitannya dengan pengembangan bisnis perusahaan, di 2022 ini Antam telah melakukan penandatanganan perjanjian jual beli tenaga listrik untuk Smelter Feronikel di Haltim dengan PLN, dan penandatanganan Nota Kesepahaman (MoU) dengan PLN untuk suplai listrik di Pabrik Feronikel Antam di Pomalaa, Sulawesi Tenggara yang menggunakan pembangkit listrik berbasis Energi Baru Terbarukan (EBT).    Antam juga melakukan penandatanganan kerjasama dengan beberapa mitra strategis terkait hilirisasi nikel dan pengembangan Kawasan Industri antara Antam dan CNGR.  Teranyar, Antam melakukan   sebagian segmen usaha pertambangan nikel kepada anak perusahaannya sebagaimana RUPSLB yang dilakukanb beberapa waktu lalu.         Cek Berita dan Artikel yang lain di "
antm,,,"Untuk komoditas bijih nikel, ANTM mencatatkan volume produksi bijih nikel yang digunakan sebagai bahan baku feronikel ANTM dan penjualan kepada pelanggan domestik tercatat sebesar 2,92 juta wet metric ton (wmt).  Realisasi ini meningkat 11% dibandingkan kuartal yang sama tahun 2021 sebesar 2,64 juta wmt. Sedangkan, volume penjualan bijih nikel ke pasar domestik mencapai 2,33 juta wmt alias naik 46% dari capaian volume penjualan pada kuartal pertama 2021 sebesar 1,60 juta wmt.    Untuk bauksit, pada kuartal pertama 2022 ANTM mencatatkan volume produksi yang digunakan sebagai bahan baku bijih pabrik Chemical Grade Alumina (CGA) serta penjualan kepada pihak ketiga sebesar 469.332 wmt, dengan capaian total volume penjualan bauksit mencapai 102.373 wmt. Pada tahun ini, selain penjualan ekspor, ANTM berfokus pula dalam pengembangan penjualan bauksit di dalam negeri.  Sementara itu volume produksi produk alumina pada kuartal pertama 2022 mencapai 33.830 ton alumina  atau tumbuh 121% secara  (yoy). Volume penjualan produk alumina pada triwulan pertama 2022 mencapai 34.822 ton alumina relatif stabil dibandingkan volume penjualan kuartal pertama 2021 sebesar 34.314 ton alumina.  Sepanjang kuartal pertama 2022, ANTM mencatatkan total volume produksi emas dari tambang Pongkor dan Cibaliung sebesar 370 kg atau setara 11.896 troy oz. Angka ini tumbuh 28% dari tingkat produksi emas pada kuartal yang sama tahun lalu sebesar 290 kg atau 9.323 troy oz.  Kinerja penjualan emas ANTM pada kuartal pertama 2022 mencapai 6.575 kg  atau 211.391 troy oz. Angka ini menurun 12,28% dari realisasi penjualan pada kuartal pertama 2021 sebesar 7.411 kg atau   238.269  troy oz.         Asal tahu, emiten tambang logam ini membukukan laba bersih senilai Rp 1,47 triliun di sepanjang tiga bulan pertama 2022. Realisasi tersebut melesat 132% dari laba bersih yang ditorehkan pada periode yang sama tahun lalu, yang hanya Rp 630,38 miliar.  Pada kuartal pertama 2022, ANTM membukukan pendapatan bersih senilai Rp 9,75 triliun atau naik 6% dibandingkan pada kuartal I-2021 yang sebesar Rp 9,21 triliun.  Berdasarkan segmentasi komoditas, penjualan  emas menjadi kontributor utama yakni sebesar Rp 5,88 triliun atau 60% terhadap pendapatan bersih ANTM. Disusul penjualan feronikel senilai Rp 1,86 triliun atau setara 19%, bijih nikel senilai Rp 1,62 triliun atau setara 17%, dan alumina senilai Rp 299,40 miliar atau 3% dari total pendapatan bersih ANTM.     Cek Berita dan Artikel yang lain di "
antm,,,"Rekomendasi : Sell On Strength  Support : 1.535  Resistance : 1.660  Achmad Yaki, Analis BCA Sekuritas      MLIA masih berpotensi melanjutkan tren naik jangka panjang dengan indikator MACD yang terbuka ke atas setelah terbentuk goldencross. Target berikutnya di 3.340 berdasarkan level Fibonacci Projection 200%.  Rekomendasi : Buy  Support: 2.700  Resistance: 3.000  Ivan Rosanova, Analis Binaartha Sekuritas      Pergerakan ANTM saat ini berada di Stoch di level 48, Macd sideway dan Candle di garis tengah bolinger band.  Rekomendasi : Hold  Support : 2.375  Resisten : 2.750  Kiswoyo Adi Joe, Head of Investment Reswara Gian Investa    Cek Berita dan Artikel yang lain di "
antm," Kamis, 26 Mei 2022 | 17:09 WIB , ","Simak Rekomendasi Teknikal Saham FILM, MLIA dan ANTM untuk Jumat (27/5)","Resistance : 1.660  Achmad Yaki, Analis BCA Sekuritas      MLIA masih berpotensi melanjutkan tren naik jangka panjang dengan indikator MACD yang terbuka ke atas setelah terbentuk goldencross. Target berikutnya di 3.340 berdasarkan level Fibonacci Projection 200%.  Rekomendasi : Buy  Support: 2.700  Resistance: 3.000  Ivan Rosanova, Analis Binaartha Sekuritas      Pergerakan ANTM saat ini berada di Stoch di level 48, Macd sideway dan Candle di garis tengah bolinger band.  Rekomendasi : Hold  Support : 2.375  Resisten : 2.750  Kiswoyo Adi Joe, Head of Investment Reswara Gian Investa    Cek Berita dan Artikel yang lain di "
